word,lemma,is_loanword,donor_language,donor_family,source_word,semantic_domain,confidence
мисюрка,мисюркий,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
моджахед,моджахед,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
моссад,моссад,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мулла,мулла,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мумия,мумия,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
муссон,муссон,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мусульманин,мусульманин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
муфтий,муфтий,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мухаммад,мухаммад,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мухаммед,мухаммед,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
мухояр,мухояр,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
муэдзин,муэдзин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
набат,набат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
набоб,набоб,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
натрий,натрий,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ненюфар,ненюфара,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
никаб,никаб,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
осман,осман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
оттоман,оттоман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
райя,райя,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
рамадан,рамадан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
рамазан,рамазан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
рахат-лукум,рахат-лукум,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ребаб,ребаба,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
садык,садык,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
самум,самум,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сафари,сафари,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сейфулла,сейфулла,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сель,сель,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сироп,сироп,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
софа,софа,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
суахили,суахили,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
султан,султан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сундук,сундук,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сунна,сунна,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сура,сура,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
суфиян,суфиян,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
табак,табак,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тагир,тагир,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
такбир,такбир,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
талиб,талиб,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тамаринд,тамаринд,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тара,тара,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тарбуш,тарбуш,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тасбих,тасбий,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
уд,уд,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
умма,умма,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
умра,умр,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
унаби,унаби,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фалафель,фалафель,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фатима,фатима,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фил,фил,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фисташка,фисташка,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фитиль,фитиль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фундук,фундук,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фусха,фусха,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хадж,хадж,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хадис,хадис,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
халва,халва,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
халифат,халифат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
халяль,халяль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
халяльный,халяльный,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хамас,хамас,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хаммам,хаммам,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ханжа,ханжа,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
харч,харч,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хезболла,хезболл,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хиджаб,хиджаб,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хумус,хумуса,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
цирконий,цирконий,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шайтан,шайтан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шариат,шариат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шатрандж,шатрандж,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шаурма,шаурма,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шейх,шейх,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шербет,шербет,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шиизм,шиизм,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шиит,шиит,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шифр,шифр,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шуба,шуба,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
юбка,юбка,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ясырь,ясырь,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
абадан,абадан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
абаз,абаз,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
алмаз,алмаз,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
алыча,алыча,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бадья,бадья,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
баклажан,баклажан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бахаи,бахая,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бахмат,бахмат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бахча,бахча,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бирюза,бирюза,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
булат,булат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
бурка,бурка,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
грузин,грузин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
гуджерат,гуджерат,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
гюрза,гюрза,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
гяур,гяур,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
дербент,дербент,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
дехканин,дехканин,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
джейран,джейран,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
домбра,домбра,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
домра,домра,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
душанбе,душанбе,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
душман,душман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
елда,елд,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
зарема,зарема,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
зимородок,зимородок,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
зурна,зурна,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
изумруд,изумруд,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
изъян,изъян,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
инжир,инжир,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
иран,иран,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ишан,ишан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
казвин,казвино,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
кальян,кальян,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
камка,камка,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
караван,караван,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
караван-сарай,караван-сарай,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
карман,карман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
кафтан,кафтан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
кашгар,кашгар,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
киса,киса,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
коленкор,коленкор,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
кум,кум,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
кунжут,кунжут,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
лобия,лобия,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
люлька,люлька,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
маш,маш,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
москвабад,москвабад,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
намаз,намаз,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
нефть,нефть,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
нут,нут,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
обезьяна,обезьяна,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
падишах,падишах,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
палас,палас,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
паранджа,паранджа,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
парча,парча,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
пенька,пенька,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
перкаль,перкаль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
пиала,пиала,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
плов,плов,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ревень,ревень,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
саламандра,саламандра,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
самарканд,самарканд,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
самшит,самшит,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
сарафан,сарафан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ситар,ситар,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
стакан,стакан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
-стан,-стан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
таз,таз,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тахта,тахта,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тефтели,тефтели,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
туран,туран,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
турша,турша,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тут,тут,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тюльпан,тюльпан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
тюрбан,тюрбан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
фарфор,фарфор,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
ферзь,ферзь,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
хирман,хирман,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чабан,чабан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чайхана,чайхана,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чалтык,чалтык,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чемодан,чемодан,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чердак,чердак,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
черкес,черкес,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чертог,чертог,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
чоха,чоха,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шакал,шакал,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шаль,шаль,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шамбала,шамбал,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шаровары,шаровары,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шахла,шахла,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
шахматы,шахматы,1,Arabic/Persian,Afro-Asiatic/Iranian,,,0.88
анкара,анкара,1,Turkic,Turkic,,,0.88
ататюрк,ататюрк,1,Turkic,Turkic,,,0.88
байрактар,байрактар,1,Turkic,Turkic,,,0.88
бакшиш,бакшиш,1,Turkic,Turkic,,,0.88
кабала,кабала,1,Turkic,Turkic,,,0.88
кьопоолу,кьопоол,1,Turkic,Turkic,,,0.88
палач,палач,1,Turkic,Turkic,,,0.88
чанаккале,чанаккале,1,Turkic,Turkic,,,0.88
шалашка,шалашка,1,Turkic,Turkic,,,0.88
эрдоган,эрдоган,1,Turkic,Turkic,,,0.88
арча,арча,1,Turkic,Turkic,,,0.88
арык,арык,1,Turkic,Turkic,,,0.88
барс,барс,1,Turkic,Turkic,,,0.88
барсук,барсук,1,Turkic,Turkic,,,0.88
беркут,беркут,1,Turkic,Turkic,,,0.88
бесик,бесик,1,Turkic,Turkic,,,0.88
бирюк,бирюк,1,Turkic,Turkic,,,0.88
богатырь,богатырь,1,Turkic,Turkic,,,0.88
бугай,бугай,1,Turkic,Turkic,,,0.88
бурый,бурый,1,Turkic,Turkic,,,0.88
буян,буян,1,Turkic,Turkic,,,0.88
ватага,ватага,1,Turkic,Turkic,,,0.88
вьюк,вьюк,1,Turkic,Turkic,,,0.88
джида,джида,1,Turkic,Turkic,,,0.88
ералаш,ералаш,1,Turkic,Turkic,,,0.88
ерик,ерик,1,Turkic,Turkic,,,0.88
ишак,ишак,1,Turkic,Turkic,,,0.88
йогурт,йогурт,1,Turkic,Turkic,,,0.88
кавардак,кавардак,1,Turkic,Turkic,,,0.88
казах,казах,1,Turkic,Turkic,,,0.88
калым,калым,1,Turkic,Turkic,,,0.88
каюк,каюк,1,Turkic,Turkic,,,0.88
кизил,кизил,1,Turkic,Turkic,,,0.88
кирдык,кирдык,1,Turkic,Turkic,,,0.88
кобель,кобель,1,Turkic,Turkic,,,0.88
кобза,кобза,1,Turkic,Turkic,,,0.88
корсак,корсак,1,Turkic,Turkic,,,0.88
кочевать,кочевать,1,Turkic,Turkic,,,0.88
курдюк,курдюк,1,Turkic,Turkic,,,0.88
кыпчак,кыпчак,1,Turkic,Turkic,,,0.88
очаг,очаг,1,Turkic,Turkic,,,0.88
полтина,полтина,1,Turkic,Turkic,,,0.88
руслан,руслан,1,Turkic,Turkic,,,0.88
саранча,саранча,1,Turkic,Turkic,,,0.88
саратов,саратов,1,Turkic,Turkic,,,0.88
сырт,сырт,1,Turkic,Turkic,,,0.88
тенгри,тенгри,1,Turkic,Turkic,,,0.88
товар,товар,1,Turkic,Turkic,,,0.88
товарищ,товарищ,1,Turkic,Turkic,,,0.88
толмач,толмач,1,Turkic,Turkic,,,0.88
тушканчик,тушканчик,1,Turkic,Turkic,,,0.88
тьма,тьма,1,Turkic,Turkic,,,0.88
тюмень,тюмень,1,Turkic,Turkic,,,0.88
тюрьма,тюрьма,1,Turkic,Turkic,,,0.88
утюг,утюг,1,Turkic,Turkic,,,0.88
харалуг,харалуг,1,Turkic,Turkic,,,0.88
чекан,чекан,1,Turkic,Turkic,,,0.88
чуваш,чуваш,1,Turkic,Turkic,,,0.88
чувашия,чувашия,1,Turkic,Turkic,,,0.88
шатёр,шатёр,1,Turkic,Turkic,,,0.88
шеренга,шеренга,1,Turkic,Turkic,,,0.88
юрта,юрта,1,Turkic,Turkic,,,0.88
якшаться,якшаться,1,Turkic,Turkic,,,0.88
аббревиатура,аббревиатура,1,Italian,Indo-European/Romance,,,0.88
автострада,автострада,1,Italian,Indo-European/Romance,,,0.88
амаретто,амаретто,1,Italian,Indo-European/Romance,,,0.88
ареццо,ареццо,1,Italian,Indo-European/Romance,,,0.88
арпеджио,арпеджио,1,Italian,Indo-European/Romance,,,0.88
артель,артель,1,Italian,Indo-European/Romance,,,0.88
балабиль,балабиль,1,Italian,Indo-European/Romance,,,0.88
бариста,барист,1,Italian,Indo-European/Romance,,,0.88
баркас,баркас,1,Italian,Indo-European/Romance,,,0.88
баста,баста,1,Italian,Indo-European/Romance,,,0.88
баул,баул,1,Italian,Indo-European/Romance,,,0.88
башня,башня,1,Italian,Indo-European/Romance,,,0.88
белладонна,белладонна,1,Italian,Indo-European/Romance,,,0.88
берлускони,берлускони,1,Italian,Indo-European/Romance,,,0.88
биеннале,биеннале,1,Italian,Indo-European/Romance,,,0.88
борсетка,борсетка,1,Italian,Indo-European/Romance,,,0.88
браво,браво,1,Italian,Indo-European/Romance,,,0.88
брателло,брателло,1,Italian,Indo-European/Romance,,,0.88
брускетта,брускетта,1,Italian,Indo-European/Romance,,,0.88
брутто,брутто,1,Italian,Indo-European/Romance,,,0.88
бумага,бумага,1,Italian,Indo-European/Romance,,,0.88
бумажный,бумажный,1,Italian,Indo-European/Romance,,,0.88
бутафория,бутафория,1,Italian,Indo-European/Romance,,,0.88
бьеннале,бьеннале,1,Italian,Indo-European/Romance,,,0.88
валюта,валюта,1,Italian,Indo-European/Romance,,,0.88
вена,вена,1,Italian,Indo-European/Romance,,,0.88
венецианский,венецианский,1,Italian,Indo-European/Romance,,,0.88
вермишель,вермишель,1,Italian,Indo-European/Romance,,,0.88
вира,вира,1,Italian,Indo-European/Romance,,,0.88
виртуоз,виртуоз,1,Italian,Indo-European/Romance,,,0.88
вулкан,вулкан,1,Italian,Indo-European/Romance,,,0.88
гвардия,гвардия,1,Italian,Indo-European/Romance,,,0.88
гетто,гетто,1,Italian,Indo-European/Romance,,,0.88
гондола,гондола,1,Italian,Indo-European/Romance,,,0.88
горгондзола,горгондзол,1,Italian,Indo-European/Romance,,,0.88
граппа,грапп,1,Italian,Indo-European/Romance,,,0.88
граффити,граффити,1,Italian,Indo-European/Romance,,,0.88
грациозный,грациозный,1,Italian,Indo-European/Romance,,,0.88
группетто,группетто,1,Italian,Indo-European/Romance,,,0.88
гусар,гусар,1,Italian,Indo-European/Romance,,,0.88
джемма,джемма,1,Italian,Indo-European/Romance,,,0.88
джульетта,джульетта,1,Italian,Indo-European/Romance,,,0.88
дож,дож,1,Italian,Indo-European/Romance,,,0.88
дон,дон,1,Italian,Indo-European/Romance,,,0.88
донна,донна,1,Italian,Indo-European/Romance,,,0.88
дуче,дуче,1,Italian,Indo-European/Romance,,,0.88
дуэт,дуэт,1,Italian,Indo-European/Romance,,,0.88
жига,жига,1,Italian,Indo-European/Romance,,,0.88
зонг-опера,зонг-опера,1,Italian,Indo-European/Romance,,,0.88
инкассатор,инкассатор,1,Italian,Indo-European/Romance,,,0.88
инкогнито,инкогнито,1,Italian,Indo-European/Romance,,,0.88
ирредентизм,ирредентизм,1,Italian,Indo-European/Romance,,,0.88
кавалер,кавалер,1,Italian,Indo-European/Romance,,,0.88
кавалькада,кавалькада,1,Italian,Indo-European/Romance,,,0.88
казанова,казанов,1,Italian,Indo-European/Romance,,,0.88
казарма,казарма,1,Italian,Indo-European/Romance,,,0.88
каземат,каземат,1,Italian,Indo-European/Romance,,,0.88
казино,казино,1,Italian,Indo-European/Romance,,,0.88
камзол,камзол,1,Italian,Indo-European/Romance,,,0.88
кампания,кампания,1,Italian,Indo-European/Romance,,,0.88
канава,канава,1,Italian,Indo-European/Romance,,,0.88
каналья,каналья,1,Italian,Indo-European/Romance,,,0.88
кане-корсо,кан-корсо,1,Italian,Indo-European/Romance,,,0.88
капелла,капелла,1,Italian,Indo-European/Romance,,,0.88
капо,капо,1,Italian,Indo-European/Romance,,,0.88
каприз,каприз,1,Italian,Indo-European/Romance,,,0.88
карета,карета,1,Italian,Indo-European/Romance,,,0.88
картина,картина,1,Italian,Indo-European/Romance,,,0.88
картон,картон,1,Italian,Indo-European/Romance,,,0.88
касса,касса,1,Italian,Indo-European/Romance,,,0.88
катафалк,катафалк,1,Italian,Indo-European/Romance,,,0.88
кларнет,кларнет,1,Italian,Indo-European/Romance,,,0.88
консерватория,консерватория,1,Italian,Indo-European/Romance,,,0.88
контрабанда,контрабанда,1,Italian,Indo-European/Romance,,,0.88
конфета,конфета,1,Italian,Indo-European/Romance,,,0.88
конфетти,конфетти,1,Italian,Indo-European/Romance,,,0.88
концерт,концерт,1,Italian,Indo-European/Romance,,,0.88
корсар,корсар,1,Italian,Indo-European/Romance,,,0.88
кортеж,кортеж,1,Italian,Indo-European/Romance,,,0.88
кортик,кортик,1,Italian,Indo-European/Romance,,,0.88
кредит,кредит,1,Italian,Indo-European/Romance,,,0.88
крещендо,крещендо,1,Italian,Indo-European/Romance,,,0.88
купол,купол,1,Italian,Indo-European/Romance,,,0.88
кьянти,кьянти,1,Italian,Indo-European/Romance,,,0.88
лава,лава,1,Italian,Indo-European/Romance,,,0.88
лагуна,лагуна,1,Italian,Indo-European/Romance,,,0.88
латте,латта,1,Italian,Indo-European/Romance,,,0.88
либретто,либретто,1,Italian,Indo-European/Romance,,,0.88
ливорно,ливорно,1,Italian,Indo-European/Romance,,,0.88
лоджия,лоджия,1,Italian,Indo-European/Romance,,,0.88
ломбард,ломбард,1,Italian,Indo-European/Romance,,,0.88
ломбардия,ломбардия,1,Italian,Indo-European/Romance,,,0.88
луиджи,луиджи,1,Italian,Indo-European/Romance,,,0.88
луна-парк,луна-парк,1,Italian,Indo-European/Romance,,,0.88
ля,ля,1,Italian,Indo-European/Romance,,,0.88
мадонна,мадонна,1,Italian,Indo-European/Romance,,,0.88
макароны,макароны,1,Italian,Indo-European/Romance,,,0.88
макет,макет,1,Italian,Indo-European/Romance,,,0.88
марио,марио,1,Italian,Indo-European/Romance,,,0.88
маркитант,маркитант,1,Italian,Indo-European/Romance,,,0.88
марципан,марципан,1,Italian,Indo-European/Romance,,,0.88
маска,маска,1,Italian,Indo-European/Romance,,,0.88
маскарпоне,маскарпон,1,Italian,Indo-European/Romance,,,0.88
мафиози,мафиози,1,Italian,Indo-European/Romance,,,0.88
мафиозник,мафиозник,1,Italian,Indo-European/Romance,,,0.88
мафия,мафия,1,Italian,Indo-European/Romance,,,0.88
маэстро,маэстро,1,Italian,Indo-European/Romance,,,0.88
медаль,медаль,1,Italian,Indo-European/Romance,,,0.88
ми,ми,1,Italian,Indo-European/Romance,,,0.88
миллион,миллион,1,Italian,Indo-European/Romance,,,0.88
миниатюра,миниатюра,1,Italian,Indo-European/Romance,,,0.88
модель,модель,1,Italian,Indo-European/Romance,,,0.88
модерато,модерато,1,Italian,Indo-European/Romance,,,0.88
модуль,модуль,1,Italian,Indo-European/Romance,,,0.88
мозаика,мозаика,1,Italian,Indo-European/Romance,,,0.88
моцарелла,моцарелла,1,Italian,Indo-European/Romance,,,0.88
мушкет,мушкет,1,Italian,Indo-European/Romance,,,0.88
муштра,муштра,1,Italian,Indo-European/Romance,,,0.88
непотизм,непотизм,1,Italian,Indo-European/Romance,,,0.88
нетто,нетто,1,Italian,Indo-European/Romance,,,0.88
ницца,ницца,1,Italian,Indo-European/Romance,,,0.88
ноль,ноль,1,Italian,Indo-European/Romance,,,0.88
оперетта,оперетта,1,Italian,Indo-European/Romance,,,0.88
остия,остие,1,Italian,Indo-European/Romance,,,0.88
палаццо,палаццо,1,Italian,Indo-European/Romance,,,0.88
панеттоне,панеттоня,1,Italian,Indo-European/Romance,,,0.88
папарацци,папарацци,1,Italian,Indo-European/Romance,,,0.88
парапет,парапет,1,Italian,Indo-European/Romance,,,0.88
парировать,парировать,1,Italian,Indo-European/Romance,,,0.88
партита,партита,1,Italian,Indo-European/Romance,,,0.88
пасквиль,пасквиль,1,Italian,Indo-European/Romance,,,0.88
пастила,пастила,1,Italian,Indo-European/Romance,,,0.88
патина,патина,1,Italian,Indo-European/Romance,,,0.88
паяц,паяц,1,Italian,Indo-European/Romance,,,0.88
педант,педант,1,Italian,Indo-European/Romance,,,0.88
петрарка,петрарка,1,Italian,Indo-European/Romance,,,0.88
пикколо,пикколо,1,Italian,Indo-European/Romance,,,0.88
пиццерия,пиццерия,1,Italian,Indo-European/Romance,,,0.88
пластилин,пластилин,1,Italian,Indo-European/Romance,,,0.88
помада,помада,1,Italian,Indo-European/Romance,,,0.88
помидор,помидор,1,Italian,Indo-European/Romance,,,0.88
почта,почта,1,Italian,Indo-European/Romance,,,0.88
почтальон,почтальон,1,Italian,Indo-European/Romance,,,0.88
престо,престо,1,Italian,Indo-European/Romance,,,0.88
прима,прима,1,Italian,Indo-European/Romance,,,0.88
примадонна,примадонна,1,Italian,Indo-European/Romance,,,0.88
просекко,просекко,1,Italian,Indo-European/Romance,,,0.88
пьедестал,пьедестал,1,Italian,Indo-European/Romance,,,0.88
раса,раса,1,Italian,Indo-European/Romance,,,0.88
редис,редис,1,Italian,Indo-European/Romance,,,0.88
речитатив,речитатив,1,Italian,Indo-European/Romance,,,0.88
рикотта,рикотт,1,Italian,Indo-European/Romance,,,0.88
ромео,ромео,1,Italian,Indo-European/Romance,,,0.88
салат,салат,1,Italian,Indo-European/Romance,,,0.88
салфетка,салфетка,1,Italian,Indo-European/Romance,,,0.88
сальдо,сальдо,1,Italian,Indo-European/Romance,,,0.88
сальто,сальто,1,Italian,Indo-European/Romance,,,0.88
сальто-мортале,сальто-мортале,1,Italian,Indo-European/Romance,,,0.88
салями,салями,1,Italian,Indo-European/Romance,,,0.88
сарделька,сарделька,1,Italian,Indo-European/Romance,,,0.88
синьор,синьор,1,Italian,Indo-European/Romance,,,0.88
сирокко,сирокко,1,Italian,Indo-European/Romance,,,0.88
скоморох,скоморох,1,Italian,Indo-European/Romance,,,0.88
смальта,смальта,1,Italian,Indo-European/Romance,,,0.88
соло,соло,1,Italian,Indo-European/Romance,,,0.88
сольфеджио,сольфеджио,1,Italian,Indo-European/Romance,,,0.88
соната,соната,1,Italian,Indo-European/Romance,,,0.88
